appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
558810,Doomed Kingdoms,2.79,28,26,,222,0,179,3,2,Medium
558990,Opus Magnum,15.49,1979,42,,1096,0,271,13,1,High
559100,Phantom Doctrine,30.99,1235,436,,2016,0,248,18,4,High
559210,Rakuen,6.99,2192,63,,344,0,194,14,1,High
559610,Love Ribbon,6.99,1048,50,,364,0,102,11,0,High
559650,Witch It,10.99,2636,283,,175,0,157,19,7,Medium
559960,Power Hover,0.79,135,11,,201,0,248,4,1,Medium
560130,Pillars of Eternity II: Deadfire,32.99,4435,876,,2234,0,265,20,3,High
560170,STAR WARS™ SHADOWS OF THE EMPIRE™,4.79,197,67,,33,0,282,7,1,Low
560260,Super Blue Boy Planet,0.0,2120,236,,16,0,170,13,2,Low
560380,MapleStory 2,0.0,5143,1750,,1273,0,135,16,6,High
560710,Leap Up no jutsu,0.79,14,10,,167,0,124,3,1,Medium
561080,The Price of Freedom,0.0,333,22,,36029,0,257,10,0,High
561100,Disney's Aladdin,6.99,22,12,,2,0,223,3,1,Low
561110,Disney's The Jungle Book,6.99,3,1,,16,0,292,3,1,Low
561120,Disney's The Lion King,6.99,37,25,,14,0,201,4,1,Low
561510,DragoDino,8.99,15,1,,4,0,51,5,3,Low
562010,Tanki Online,0.0,1213,761,,86,1,298,9,5,Low
562220,Zup! 2,0.79,4550,224,,237,0,39,10,0,Medium
562230,Space Tyrant,14.99,325,43,,722,0,270,10,1,High
562240,The Spirit Underneath,0.79,28,60,,216,0,297,4,0,Medium
562270,Shot Shot Tactic,2.79,195,255,,198,0,72,7,2,Medium
562360,"Planes, Bullets and Vodka",0.79,567,77,,305,0,209,6,1,High
562410,Panty Party,6.99,653,52,,14,0,148,20,3,Low
562430,Alien Hostage,1.99,61,44,,232,0,152,9,1,Medium
562470,天使帝國四《Empire of Angels IV》,10.99,145,71,,493,0,133,9,1,High
562490,EvilMorph,2.79,77,13,,223,0,337,8,1,Medium
562520,Attempt[42],1.99,38,40,,244,0,43,8,1,Medium
562570,Access Denied,1.99,158,31,,217,0,253,7,0,Medium
562600,Our Wonderful World,0.79,10,8,,285,0,68,2,0,Medium
562640,Introvert Quest,3.99,36,19,,210,0,177,5,1,Medium
562660,Pandarama: The Lost Toys,0.79,32,6,,216,0,74,11,0,Medium
562730,MechDefender,3.99,8,11,,314,0,293,8,2,High
562760,KORABLIK,0.79,56,25,,260,0,186,3,0,Medium
562810,MONOPOLY® PLUS,12.49,528,719,,303,0,230,4,1,High
563120,Desolate Wastes: Vendor Chronicles,1.59,67,56,,226,0,209,5,2,Medium
563150,interLOGIC,1.59,30,8,,277,0,67,13,0,Medium
563520,When Our Journey Ends - A Visual Novel,4.99,21,7,,279,0,116,9,1,Medium
563560,Alien Swarm: Reactive Drop,0.0,7629,527,,117,0,135,20,9,Low
564080,Metagalactic Blitz,0.0,16,1,,285,0,221,8,3,Medium
564210,Fishermurs,0.79,13,3,,273,0,222,5,2,Medium
564230,Fire Pro Wrestling World,23.79,1105,159,,1221,0,174,9,1,High
564280,Adventuring Gentleman,0.79,9,5,,6,0,309,5,2,Low
564530,Pharaoh + Cleopatra,6.99,399,75,,7,0,107,6,1,Low
564710,Soda Dungeon,0.0,3624,240,,751,0,276,20,5,High
564750,Dimension Jump,11.39,28,8,,120,0,122,18,1,Low
564990,Olav: the story of one boy,1.99,7,2,,279,0,99,3,0,Medium
565030,Blueshift,0.0,139,30,,10,0,172,7,0,Low
565170,Blade Strangers,30.99,61,24,,20,0,283,4,1,Low
565720,Pretty Girls Panic!,1.59,219,49,,206,0,314,5,0,Medium
565730,Sanctuary VR (Also contains non-VR version),0.0,7,4,,24,0,218,5,0,Low
565860,Tomato Way,2.79,198,67,,216,0,108,20,3,Medium
566060,The Crypts of Anak Shaba - VR,0.79,31,51,,148,0,234,7,2,Medium
566090,The Bard's Tale IV: Barrows Deep,27.99,912,474,,2834,0,264,15,1,High
566160,Zup! 6,0.79,1052,74,,166,0,39,7,0,Medium
566190,The Search,2.79,39,19,,168,0,147,4,0,Medium
566220,Brain In My Head,0.79,192,246,,435,0,109,4,2,High
566430,Ultimus bellum,7.19,19,9,,249,0,297,16,2,Medium
566670,Save the Ninja Clan,0.79,85,7,,229,0,234,9,1,Medium
566990,Russian Car Driver,0.79,1005,159,,491,0,78,5,0,High
567000,Tapocalypse,1.99,55,32,,471,0,146,5,1,High
567060,Putrefaction 2: Void Walker,3.99,144,37,,84,0,97,13,3,Low
567140,Mahjong Magic Journey,3.99,18,7,,258,0,98,1,0,Medium
567170,Mystery Mine,3.19,53,50,,256,0,169,8,1,Medium
567210,Bunnyrama,1.99,42,4,,182,0,124,4,1,Medium
567250,Cat Goes Platform,1.59,47,43,,206,0,72,3,1,Medium
567280,Cube Runner,4.99,546,72,,1449,0,134,5,1,High
567290,Slash It,4.99,814,84,,482,0,126,5,1,High
567580,Duke of Alpha Centauri,4.99,235,64,,139,0,277,6,1,Medium
567600,RYAN BLACK,1.99,18,22,,274,0,228,20,3,Medium
567640,Danganronpa V3: Killing Harmony,30.99,3240,571,,2832,0,295,20,0,High
567680,The Pasture,0.79,72,76,,220,0,191,4,0,Medium
567750,Gamer Career Tycoon,5.19,138,34,,260,0,238,14,1,Medium
567780,Satellite Repairman,2.99,18,10,,225,0,251,7,1,Medium
568090,Tattletail,3.99,1335,157,,148,0,258,20,3,Medium
568220,Lobotomy Corporation | Monster Management Simulation,19.49,3424,407,,1108,0,245,20,2,High
568320,Pictopix,4.99,288,17,,6345,0,100,15,1,High
568450,Hoplite,0.79,37,19,,230,0,109,3,1,Medium
568570,Force of Nature,5.79,1660,627,,1454,0,102,20,8,High
568770,Cinderella Phenomenon - Otome/Visual Novel,0.0,2128,68,,1624,0,45,16,0,High
568780,Multishop Tycoon Deluxe,4.99,17,7,,366,0,131,6,1,High
569210,Yozora Rhapsody,4.99,12,6,,252,0,184,5,0,Medium
569480,Kingdoms and Castles,6.99,6380,1119,,466,0,114,20,4,High
569490,Remain,3.19,15,14,,214,0,198,4,1,Medium
569610,Distant Space,0.79,143,40,,280,0,218,6,1,Medium
569720,TUNNEL DIVERS,0.0,98,8,,10,0,298,13,3,Low
569760,Last Answer,3.99,51,74,,245,0,301,2,0,Medium
569840,FBI MANIA,0.79,39,25,,259,0,64,3,1,Medium
569860,Thimbleweed Park™,14.99,1949,126,,778,0,285,20,0,High
570350,Sorry. (Entschuldigung) ~ A Psychological Horror Visual Novel,2.39,19,12,,220,0,303,8,0,Medium
570460,Laser League,10.99,1080,209,,45,0,262,9,3,Low
570500,Child Phobia: Nightcoming Fears,1.59,41,14,,287,0,321,6,0,Medium
570770,古剑奇谭二(GuJian2),11.99,567,160,,607,0,142,2,1,High
570780,古剑奇谭(GuJian),8.99,825,282,,2938,0,141,3,1,High
570840,家有大貓 Nekojishi,0.0,2512,165,,351,0,163,18,0,High
570890,Fallen,1.69,18,17,,1,0,234,12,1,Low
570940,DARK SOULS™: REMASTERED,34.99,8669,4014,,1160,0,197,20,4,High
570980,Tale of Fallen Dragons,6.99,407,33,,15,0,302,6,2,Low
571020,Santa's Big Adventures,0.79,32,14,,211,0,65,4,1,Medium
571260,THE KING OF FIGHTERS XIV STEAM EDITION,44.99,1531,365,,381,0,226,10,2,High
571310,SteamWorld Dig 2,14.99,1443,55,,1726,0,169,12,1,High
571740,Golf It!,5.99,3219,744,,815,0,233,16,3,High
571870,Little Jack's Adventures,0.79,19,16,,814,0,271,3,1,High
571880,Angels with Scaly Wings,7.99,878,25,,880,0,247,20,1,High
571910,Nightmare,3.19,20,27,,183,0,296,4,1,Medium
572010,No Way Out,0.79,38,36,,333,0,188,6,2,High
572410,Steel Division: Normandy 44,34.99,3063,1204,,1545,0,206,15,5,High
572520,Dropzone,0.0,557,243,,387,0,221,19,7,High
572890,Pikuniku,10.29,244,17,,217,0,303,10,1,Medium
573040,School of Talent: SUZU-ROUTE,5.99,85,10,,259,0,315,6,0,Medium
573100,Battlefleet Gothic: Armada 2,34.99,1334,487,,352,0,185,11,3,High
573210,Mistwood Heroes,0.79,20,13,,185,0,241,6,2,Medium
573600,Think of the Children,6.99,52,34,,55,0,232,3,2,Low
573770,RED,0.0,230,12,,33,0,285,8,2,Low
573780,Xenon Valkyrie,6.99,67,27,,238,0,260,13,3,Medium
574030,Score a goal (Physical football),7.9,71,53,,272,0,294,3,0,Medium
574080,Fog of War,3.99,380,346,,138,0,205,13,5,Medium
574090,MOTHERGUNSHIP,19.99,370,93,,225,0,263,18,5,Medium
574560,"Dude, Stop",11.99,279,85,,214,0,326,15,0,Medium
574580,To The Capital,1.59,44,20,,327,0,185,3,2,High
574690,Mr. Triangle's Adventure,0.79,11,9,,670,0,107,3,1,High
574810,Fight or Die,3.19,30,33,,229,0,256,4,2,Medium
574820,Cat or Bread?,0.79,106,23,,437,0,27,3,0,High
574850,Hardnoid,0.79,59,31,,464,0,234,2,0,High
574980,Them's Fightin' Herds,11.39,998,97,,138,0,226,12,2,Medium
575010,Celestial Crossing,3.99,74,27,,583,0,185,8,0,High
575130,Danko and treasure map,1.59,60,9,,453,0,75,5,0,High
575140,Cemetery Warrior 3,0.79,68,44,,476,0,183,4,2,High
575330,Oh...Sir! The Hollywood Roast,2.79,171,20,,222,1,260,6,1,Medium
575490,Let's Draw,1.59,321,307,,173,0,65,4,0,Medium
575510,Sakura Agent,6.99,271,100,,270,0,100,7,0,Medium
575550,Hell Girls,1.59,2769,299,,108,0,335,16,2,Low
575570,ICED,6.99,100,37,,332,0,270,7,2,High
575580,Queen of Seas,0.79,38,11,,540,0,245,4,0,High
575630,Permute,1.59,22,18,,220,0,37,3,0,Medium
575640,Zup! 3,0.79,3486,491,,246,0,39,9,0,Medium
575650,Lily's Day Off,1.99,139,18,,142,0,164,7,0,Medium
575670,Five Elements,3.99,18,4,,271,0,175,3,2,Medium
575680,Square n Fair,1.99,10,2,,200,0,27,7,0,Medium
575700,Fruit Arranger,0.79,102,77,,196,0,252,2,0,Medium
575720,Mighty Party,0.0,832,486,,196,1,286,20,7,Medium
575740,Omega One,6.19,34,13,,341,0,200,6,1,High
575750,Magic Box,0.79,8,11,,210,0,85,3,0,Medium
575760,Project: R.E.B.O.O.T 2,0.79,14,11,,214,0,70,4,1,Medium
575770,Dangerous Bullets,1.59,4,6,,248,0,69,4,2,Medium
575780,Inner silence,0.79,8,14,,214,0,50,4,1,Medium
575830,rooMaze,0.79,82,48,,283,0,248,6,3,Medium
575840,NeverEnd,0.79,53,41,,230,0,270,3,1,Medium
575860,Tomb Joe,0.99,49,81,,252,0,312,5,1,Medium
575870,Call to 10,1.59,18,41,,202,0,296,3,1,Medium
575910,Trump Simulator 2017,0.79,88,96,,200,0,123,4,1,Medium
575920,Felix Jumpman,2.79,17,24,,241,0,248,6,1,Medium
575950,Blood Feed,3.99,219,123,,337,0,285,3,2,High
575970,Golem Gates,19.49,68,9,,85,0,251,4,1,Low
576010,SQR🔲,0.78,56,49,,669,0,180,5,0,High
576030,MHRD,6.99,191,19,,698,0,221,7,0,High
576050,Other Worlds India,0.79,29,26,,265,0,103,11,1,Medium
576120,Purgatory II,0.79,8,8,,219,0,167,6,2,Medium
576130,State of Anarchy: Master of Mayhem,0.99,227,48,,277,0,158,20,2,Medium
576160,A Long Road Home,1.69,23,0,,413,0,304,17,0,High
576310,Oracle,0.79,108,99,,110,0,146,11,1,Low
576390,365 Days,6.99,10,17,,696,0,286,6,3,High
576470,ANIMALITY,1.59,404,119,,217,0,301,4,0,Medium
576540,Brother Wings,0.79,39,22,,196,0,266,4,1,Medium
576560,Pain Train,3.99,464,365,,289,0,231,10,3,Medium
576660,Snake Party,0.79,10,17,,226,0,208,2,0,Medium
576730,Spirit of Maya,1.69,26,15,,559,0,170,2,1,High
576740,FootRock 2,0.79,40,9,,222,0,121,3,1,Medium
576750,Ropes And Dragons VR,0.79,39,9,,213,0,160,4,1,Medium
576770,Low Magic Age,7.19,1053,102,,131,0,299,19,4,Low
576880,Blackwater Bayou VR,0.79,40,79,,174,0,312,7,2,Medium
577080,A Dump in the Dark,1.69,117,64,,282,0,153,12,2,Medium
577480,Higurashi When They Cry Hou - Ch. 5 Meakashi,5.59,126,6,,286,0,273,9,0,Medium
577690,Spooky's Jump Scare Mansion: HD Renovation,6.99,342,29,,223,0,270,13,1,Medium
577740,Winexy,0.72,65,39,,252,0,90,17,0,Medium
577760,Tears of a Dragon,3.99,16,2,,215,0,338,4,1,Medium
577800,NBA 2K18,39.99,4832,12067,,3499,0,165,9,1,High
577940,Killer Instinct,29.99,1301,175,,203,0,261,9,3,Medium
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,26.99,496184,487076,,22938,0,203,20,10,High
578180,Lost Base Escape,0.79,52,113,,339,0,204,6,1,High
578250,Invention,0.79,213,75,,266,0,126,5,2,Medium
578260,Fluffy,0.79,34,17,,207,0,250,3,1,Medium
578310,BRAIN / OUT,0.0,8343,2112,,1433,1,181,20,5,High
578330,LEGO® City Undercover,24.99,779,327,,1868,0,238,15,5,High
578350,Element TD,0.79,23,12,,112,0,117,4,1,Low
578620,GORN,14.99,3357,124,,394,0,122,14,1,High
578850,64.0,1.99,813,83,,17,0,113,18,3,Low
579110,Interkosmos,3.99,107,8,,5,0,188,20,1,Low
579150,Riot of the numbers,0.79,16,10,,245,0,276,3,1,Medium
579180,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,44.99,748,415,,2078,0,273,11,2,High
579230,Alpacapaca Dash,0.79,99,12,,301,0,219,6,0,High
579760,The Journey Down: Chapter Three,14.99,191,20,,294,0,165,5,0,High
579950,Marvel's Guardians of the Galaxy: The Telltale Series,11.99,1425,215,,402,0,203,17,2,High
580040,Formata,9.99,290,130,,341,0,17,20,3,High
580170,My Lovely Daughter,11.39,411,161,,465,0,254,13,0,High
580300,Super Stone Legacy,5.79,19,1,,20,0,309,19,2,Low
580420,Tourists Kidnapped a Little Bear,0.79,48,18,,325,0,226,5,1,High
580910,idleBeer,0.79,11,26,,301,0,59,4,0,High
580970,The Maze : Endless nightmare,3.19,15,18,,319,0,102,3,1,High
580990,Space Impact Glitch,3.19,41,37,,284,0,216,4,1,Medium
581000,Armored Gear,3.19,40,43,,294,0,239,5,2,High
581010,Jump Like A Pirate,3.19,28,29,,279,0,196,4,1,Medium
581030,The Last Hope: Trump vs Mafia - North Korea,0.79,97,151,,209,0,267,20,2,Medium
581100,Langoth,1.99,24,30,,275,0,171,3,1,Medium
581200,Nash Racing,2.79,49,66,,269,0,113,2,0,Medium
581230,Soul Saber 2,6.99,131,76,,282,0,192,11,2,Medium
581320,Insurgency: Sandstorm,25.99,12858,3933,,1425,0,230,20,7,High
581360,FoxTail,7.77,127,3,,1,0,197,9,0,Low
581380,Clockwise,1.69,16,11,,312,0,211,5,0,High
581430,Triangle,1.59,15,34,,234,0,211,3,1,Medium
581520,Sakura Magical Girls,6.99,113,47,,294,0,166,8,0,High
581600,The Albatross,1.69,12,18,,257,0,175,3,1,Medium
581630,Sword With Sauce,2.09,3560,680,,577,0,299,20,6,High
581640,Numberline,3.19,165,28,,216,0,224,3,0,Medium
581670,The Astral Hero,0.79,36,32,,229,0,145,4,1,Medium
581700,Whispers: Last Hope,3.19,8,15,,201,0,297,4,1,Medium
581710,Stickmageddon,0.79,8,21,,255,0,199,2,0,Medium
581720,Way of Hero,0.79,35,51,,332,0,184,4,2,High
581800,Super Cuber,1.99,22,5,,207,0,201,7,0,Medium
581820,Judas,1.99,66,25,,232,0,149,4,1,Medium
581970,Zombie Ballz,1.59,62,26,,132,0,305,20,2,Low
581980,Candy Machine,5.99,11,26,,264,0,110,15,2,Medium
582010,MONSTER HUNTER: WORLD,49.99,72029,35294,,6512,0,239,20,5,High
582160,Assassin's Creed® Origins,49.99,31644,6007,,2908,0,230,20,5,High
582270,Everything,10.99,1717,331,,198,0,193,20,3,Medium
582280,PIGMENTUM,0.79,84,91,,253,0,168,7,0,Medium
582430,Jumping Tank,0.79,79,50,,269,0,212,4,1,Medium
582500,We Were Here,0.0,8538,701,,115,1,224,19,5,Low
582550,Passpartout: The Starving Artist,6.99,1722,473,,133,0,297,15,2,Medium
582580,Itineris,0.79,39,52,,247,0,120,6,0,Medium
582620,Copoka,3.99,141,37,,220,0,130,8,1,Medium
582660,Black Desert Online,7.99,10337,5759,,15507,0,279,20,9,High
582890,Estranged: Act II,0.0,526,124,,191,0,209,12,3,Medium
582990,Space Fist,11.99,39,13,,18,0,177,3,1,Low
583240,Coffence,10.99,19,8,,304,0,316,17,4,High
583470,The End Is Nigh,10.99,1413,102,,73,0,131,12,1,Low
583490,InfiniPicross,1.59,110,37,,591,0,88,3,0,High
583660,Dark Project,3.19,35,31,,399,0,225,4,0,High
583760,Slash It 2,4.99,798,60,,792,0,126,5,1,High
583930,Faerie Solitaire Remastered,6.99,121,26,,388,0,182,4,0,High
583950,Artifact,15.99,9937,10501,,1797,0,182,19,3,High
584170,Freedom Locomotion VR,0.0,157,18,,29,0,329,4,0,Low
584400,Sonic Mania,14.99,8669,984,,44,0,139,20,2,Low
584780,Operation swat,1.69,17,17,,271,0,177,3,2,Medium
584800,Civil War: Battle of Petersburg,0.79,45,17,,315,0,93,9,1,High
584860,Surfasaurus,0.79,6,0,,279,0,76,4,1,Medium
584980,Late Shift,9.99,4059,525,,308,0,242,12,0,High
585360,Steampunk Syndicate,1.59,34,28,,271,0,79,6,2,Medium
585420,Trailmakers,19.49,990,308,,112,0,99,19,5,Low
585450,Shadows: Awakening,34.99,534,164,,67,0,196,19,2,Low
585550,FEMINAZI: The Triggering,0.79,918,196,,237,0,105,20,1,Medium
585560,Finnish Roller,0.79,28,49,,236,0,166,4,1,Medium
585600,GameMaker Studio 2 Web,114.99,4,3,,1889,0,264,6,0,High
585690,Minimalism,0.79,307,155,,355,0,222,6,1,High
585750,Chowdertwo,2.09,7,2,,313,0,297,4,1,High
585830,Ninja Stealth 2,0.79,81,73,,129,0,110,8,3,Low
585860,Bunker 58,1.69,40,84,,238,0,153,5,2,Medium
585880,Once on a windswept night,0.0,103,13,,1,0,82,5,0,Low
585900,Harvest Moon: Light of Hope Special Edition,15.49,397,131,,262,0,236,8,2,Medium
585910,Wild Guns Reloaded,11.39,137,17,,3,0,228,16,2,Low
585970,Tank Assault X,1.59,17,9,,180,0,111,4,1,Medium
586030,Shardbound,0.0,799,257,,42,0,254,15,3,Low
586060,JET HERO,2.89,33,19,,271,0,143,6,2,Medium
586130,Survival Driver,1.59,15,28,,235,0,141,3,0,Medium
586140,BlazBlue Centralfiction,29.99,2136,232,,2910,0,254,20,2,High
586160,Dash Fleet,0.79,4,8,,277,0,51,6,1,Medium
586170,Mad Dojo,3.99,28,10,,283,0,264,10,1,Medium
586340,Lamm,1.99,40,8,,242,0,155,3,1,Medium
586350,UBERMOSH:WRAITH,0.79,124,15,,12,0,67,8,1,Low
586380,VITATIO 2,0.79,293,122,,165,0,303,3,0,Medium
586430,Spheroids,5.59,14,3,,234,0,336,3,1,Medium
586470,Casino Noir,3.19,30,22,,242,0,162,4,0,Medium
586480,Detective Noir,3.19,19,24,,261,0,186,3,0,Medium
586520,Castle Werewolf 3D,3.19,39,33,,274,0,122,6,3,Medium
586530,Hell`s Little Story,1.99,26,28,,250,0,151,5,1,Medium
586540,Ultimate Russian Zombie Rush,2.79,36,30,,237,0,178,5,1,Medium
586600,The Adventures of Fluffy,0.79,4,15,,338,0,230,3,1,High
586880,Mini Ghost,1.59,289,8,,2,0,121,12,1,Low
586950,The Wizards - Enhanced Edition,19.99,186,27,,52,0,168,15,1,Low
586960,Upside Down,4.99,340,49,,220,0,126,7,1,Medium
586970,Hungry Flame,4.99,115,41,,327,0,116,3,1,High
586980,MadOut2 BigCityOnline,0.0,367,180,,204,0,81,10,3,Medium
587260,Tokyo Xanadu eX+,46.49,371,40,,2,0,204,9,2,Low
587290,The Thing With Mistletoes,0.0,36,16,,25,0,34,4,0,Low
587390,LOR - League of Runners,3.99,7,12,,532,0,209,7,1,High
587430,I Expect You To Die,18.99,632,46,,227,0,144,3,0,Medium
587590,Unexpected Day,0.79,50,70,,241,0,334,5,1,Medium
587620,OKAMI HD / 大神 絶景版,15.99,2854,236,,1737,0,119,20,3,High
587710,Xenobox VR,3.99,3,0,,182,0,274,4,1,Medium
587790,Deadly Animal Duel,0.79,6,13,,318,0,203,2,1,High
587810,Bang Bang Fruit,0.78,28,48,,289,0,17,2,0,Medium
587830,Archery Practice VR,0.79,51,85,,143,0,315,6,2,Medium
587860,Tales of Escape,0.0,374,127,,55,1,169,9,2,Low
588050,"You, With Me - A Kinetic Novel",1.99,7,15,,285,0,289,4,1,Medium
588090,Starving,0.79,52,8,,263,0,288,3,0,Medium
588100,Blood Harvest,1.99,71,23,,448,0,131,3,1,High
588180,Totemori,0.0,217,34,,47,0,115,6,1,Low
588240,Frisky Business,3.99,162,28,,301,0,226,6,0,High
588410,Virtual Sports,14.99,36,11,,26,0,307,5,1,Low
588420,Uncompromising Trash,0.79,78,55,,232,0,186,5,1,Medium
588430,Fallout Shelter,0.0,21481,3569,,1116,0,194,20,6,High
588560,VRobot: VR Giant Robot Destruction Simulator,10.99,42,19,,152,1,207,8,2,Medium
588650,Dead Cells,21.99,26033,1434,,1006,0,244,20,2,High
588690,"Peace, Death!",3.59,1000,62,,346,0,169,12,0,High
588730,Majotori,4.79,369,13,,312,0,40,17,0,High
588950,Kingsway,6.99,713,78,,116,0,300,7,2,Low
588970,Oik,0.79,1060,126,,311,0,21,11,0,High
589160,Zombie Apocalypse,0.0,27,17,,10,0,86,3,2,Low
589290,Holdfast: Nations At War,14.99,4354,741,,1560,0,201,19,5,High
589320,Catch a Lover,4.99,161,140,,18,0,204,5,2,Low
589360,Ni no Kuni™ II: Revenant Kingdom,49.99,3220,638,,1871,0,176,17,6,High
589420,Grass Cutter - Mutated Lawns,2.49,205,23,,278,0,24,11,1,Medium
589590,Kindergarten,3.99,2076,138,,114,0,201,20,1,Low
589770,Green Elephant 2D,1.69,255,13,,256,0,331,13,1,Medium
589780,The Red Strings Club,11.39,2688,221,,101,0,207,14,0,Low
589870,Learn to Fly 3,0.0,1921,270,,207,0,143,18,4,Medium
590380,Into the Breach,11.39,5245,426,,1277,0,174,20,3,High
590690,Sprint Vector,22.99,414,55,,19,1,289,8,2,Low
591010,Space Ripper,3.19,28,6,,280,0,152,4,1,Medium
591080,Undead Hunter,3.19,7,6,,271,0,73,3,1,Medium
591420,Zup! 4,0.79,1786,237,,338,0,39,7,0,High
591560,Red Death,0.79,70,15,,262,0,73,4,1,Medium
591740,Sniper Fury,0.0,689,984,,144,0,302,20,7,Medium
591950,Zpeciation: Tough Days (TD),0.79,19,15,,314,0,303,5,2,High
591960,Animation Throwdown: The Quest for Cards,0.0,1112,476,,31,1,288,17,3,Low
592200,Super Army of Tentacles 3: The Search for Army of Tentacles 2,7.99,16,3,,422,0,247,20,1,High
592890,Insidia,0.0,157,70,,3,1,238,20,4,Low
593200,The Adventures of Fei Duanmu 端木斐异闻录,2.79,1242,88,,29,0,230,5,0,Low
593210,Counter Fight: Samurai Edition,6.99,32,1,,13,0,192,6,1,Low
593280,Cat Quest,9.99,2398,103,,341,0,266,13,4,High
593290,Moccasin,0.79,80,69,,268,0,191,3,1,Medium
593600,PixARK,19.49,2507,1539,,220,0,228,19,8,Medium
593620,The Last Conflict,0.0,108,56,,16,0,226,9,3,Low
593850,Davyria: Heroes of Eternity,4.79,40,11,,70,0,158,12,2,Low
594160,The Last Patient,0.79,8,23,,327,0,94,6,2,High
594300,Chasing Styx,0.0,48,12,,3,0,296,6,1,Low
594490,Deadly Hunter VR,0.0,183,36,,4,1,219,7,3,Low
594570,Total War: WARHAMMER II,39.99,19420,2994,,4721,0,240,20,4,High
594650,Hunt Showdown,25.99,20679,7074,,991,0,246,19,9,High
594720,Star Merchant,1.59,29,22,,244,0,178,10,1,Medium
594750,Tiles,2.79,44,9,,8,0,98,14,1,Low
595140,Immortal Redneck,14.95,1259,124,,477,0,233,11,4,High
595280,Throne of Lies® The Online Game of Deceit,6.99,1567,285,,8,0,231,12,3,Low
595430,Sky Knights,6.99,293,18,,14,0,299,9,2,Low
595440,CPU Invaders,0.79,401,74,,185,0,234,4,0,Medium
595460,Flix and Chill,0.79,155,35,,413,0,152,5,0,High
595480,Hunahpu: way of the Warrior,3.19,33,37,,312,0,224,6,1,High
595520,FINAL FANTASY XII THE ZODIAC AGE,34.99,1706,277,,221,0,153,14,3,Medium
595640,Robo Do It,0.79,20,7,,264,0,235,9,1,Medium
595770,AirMech Wastelands,14.99,120,45,,36,0,216,7,4,Low
595780,Rogue Port - Blue Nightmare,0.79,7,5,,299,0,124,4,2,High
596280,You Are God,3.99,7,21,,111,0,126,5,1,Low
596590,Linked,1.99,81,5,,216,0,38,6,0,Medium
596650,Tap Adventure: Time Travel,0.0,499,244,,2860,0,220,20,2,High
596690,REVENGE: First Blood,3.19,25,14,,297,0,307,4,2,High
596870,Drop Hunt - Adventure Puzzle,0.99,108,19,,268,0,74,20,0,Medium
596940,Hide and Seek,0.0,99,193,,9,0,235,7,2,Low
597110,Fruit Sudoku🍉,0.78,20,30,,243,0,227,4,0,Medium
597150,Hyper Knights,3.99,464,58,,232,1,79,13,2,Medium
597170,Clone Drone in the Danger Zone,10.99,1882,108,,296,0,210,19,4,High
597220,West of Loathing,8.29,3039,74,,441,0,89,20,3,High
597230,Shotgun Legend,3.99,177,7,,250,0,101,12,3,Medium
597840,Live Wallpaper Master,2.89,162,75,,2129,0,155,4,0,High
597990,I'm Titanium,4.99,3,2,,186,0,131,6,1,Medium
598060,Slasher's Keep,10.99,163,15,,146,0,134,8,3,Medium
598440,Roots of Insanity,4.99,189,74,,125,0,229,9,2,Low
598450,"Slice, Dice & Rice",6.99,217,110,,5,0,213,15,2,Low
598470,Dungeon Creepster,3.99,185,188,,179,0,309,5,2,Medium
598490,Healer's Quest,11.39,99,8,,84,0,177,4,1,Low
598530,Naev,0.0,81,27,,9,0,144,4,1,Low
598700,The Vagrant,2.89,2776,307,,348,0,296,20,2,High
598810,Carcassonne - Tiles & Tactics,7.19,202,62,,54,1,298,9,2,Low
599090,15 Defense,1.99,47,33,,502,0,310,2,0,High
599100,Green Cat,1.99,49,25,,332,0,333,2,0,High
599140,Graveyard Keeper,15.49,4802,1541,,837,0,186,20,2,High
599390,Battle for Wesnoth,0.0,1119,84,,82,1,234,12,2,Low
599460,Weapon Shop Fantasy,4.99,868,220,,350,0,150,10,1,High
599560,Ghost Files: The Face of Guilt,6.99,52,21,,321,0,47,16,0,High
599750,Crisis in the Kremlin,3.99,651,126,,406,0,213,11,1,High
600120,Life Forge - Reborn ORPG,0.0,238,110,,1,0,219,8,2,Low
600210,RoboMatch,2.09,24,18,,219,0,196,4,1,Medium
600310,Rogue'n Roll,3.99,21,7,,309,0,92,8,2,High
600370,Paradigm,10.99,685,27,,28,0,250,8,0,Low
600440,Cyber Complex,6.99,2,1,,13,1,285,5,2,Low
600450,Shoot Paint,0.79,47,33,,290,0,60,1,0,Medium
600460,Dustwind,19.49,174,53,,341,0,283,12,5,High
600630,Spaceship Looter,6.99,84,53,,67,0,233,18,3,Low
600720,Trackmania² Lagoon,16.99,116,75,,522,0,239,4,1,High
600750,Star Trek Timelines,0.0,256,240,,2473,0,212,7,3,High
601010,Hotel Anatolia,0.79,134,50,,238,0,190,18,1,Medium
601150,Devil May Cry 5,44.99,17657,1487,,916,0,90,20,2,High
601180,Doug and Lily,0.79,21,5,,315,0,49,4,1,High
601280,Village Story,1.59,18,21,,299,0,151,1,0,High
601340,Project of the Developer,0.79,12,22,,248,0,226,8,3,Medium
